PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),NOx (ppb),NH3 (µg/m³),hour,month,dayofweek
119.0,165.5,1.85,14.22,0.99,105.65,9.1,23.2,5,1,1
119.75,166.5,2.0,15.8,1.03,105.78,10.0,24.2,6,1,1
123.75,181.5,2.1,18.6,1.05,107.22,11.6,23.7,7,1,1
130.25,197.25,2.3,21.28,1.04,106.88,13.15,23.85,8,1,1
130.5,221.75,2.62,22.0,0.92,109.52,13.85,23.15,9,1,1
117.75,171.75,2.45,19.65,0.78,115.35,12.45,22.35,10,1,1
106.0,157.0,2.4,16.18,0.62,121.8,10.55,20.98,11,1,1
90.25,132.25,2.45,16.05,0.64,122.2,10.52,18.6,12,1,1
95.25,142.25,2.05,14.42,0.53,131.0,9.35,17.4,13,1,1
113.75,164.75,1.95,16.27,0.47,133.8,10.22,16.02,14,1,1
103.25,158.25,2.1,18.73,0.4,124.9,11.65,15.45,15,1,1
100.75,169.25,2.0,26.5,0.39,101.55,15.72,16.02,16,1,1
107.75,204.0,2.1,23.28,0.49,87.32,14.1,18.2,17,1,1
129.5,226.5,2.33,17.4,0.54,85.42,11.15,19.25,18,1,1
125.0,199.0,2.25,17.6,0.61,82.88,11.18,18.8,19,1,1
125.25,185.5,2.2,17.38,0.74,84.88,11.0,18.2,20,1,1
129.5,189.0,2.2,16.58,0.78,87.6,10.65,18.9,21,1,1
140.0,199.0,2.25,16.75,0.78,86.58,10.72,19.05,22,1,1
140.5,208.0,2.02,14.45,0.79,91.92,9.32,19.08,23,1,1
141.0,204.0,1.6,13.95,0.87,91.43,8.72,18.9,0,1,2
140.25,206.25,1.97,15.13,0.87,87.93,9.67,18.8,1,1,2
146.0,213.75,1.73,13.83,0.9,88.02,8.77,20.3,2,1,2
141.75,205.75,1.9,11.22,0.86,85.05,7.52,20.52,3,1,2
141.5,196.75,1.95,13.45,0.96,89.85,8.75,19.42,4,1,2
152.25,211.75,2.08,14.4,1.0,95.62,9.38,19.9,5,1,2
155.75,232.75,2.22,15.72,1.01,91.9,10.2,20.3,6,1,2
164.0,246.5,2.28,17.68,1.03,86.75,11.25,20.6,7,1,2
162.5,247.75,2.22,18.85,0.92,87.68,11.82,20.27,8,1,2
156.0,243.25,2.33,20.35,0.84,83.45,12.7,19.45,9,1,2
146.0,226.25,2.48,18.95,0.78,83.95,12.08,18.9,10,1,2
131.5,211.75,2.35,17.18,0.67,89.68,11.08,18.3,11,1,2
123.5,195.25,2.48,15.85,0.68,97.1,10.45,17.85,12,1,2
117.0,184.75,2.17,14.42,0.61,100.5,9.4,17.25,13,1,2
102.0,155.0,2.0,14.17,0.56,99.57,9.17,16.43,14,1,2
91.5,170.0,2.22,14.88,0.5,92.92,9.7,15.28,15,1,2
84.75,141.25,1.83,17.7,0.52,81.58,10.9,15.65,16,1,2
88.5,157.75,2.25,20.18,0.52,70.4,12.52,16.42,17,1,2
93.75,162.5,2.1,22.38,0.58,61.32,13.62,16.9,18,1,2
97.0,159.25,2.82,26.35,0.7,44.0,16.3,16.8,19,1,2
98.75,163.75,2.7,25.8,0.77,39.12,15.92,16.5,20,1,2
95.0,161.75,3.22,24.62,0.76,31.62,15.72,17.55,21,1,2
94.0,154.75,2.78,21.08,0.68,41.58,13.48,18.1,22,1,2
86.5,140.75,2.17,14.8,0.64,49.45,9.68,16.88,23,1,2
74.25,118.0,1.92,13.18,0.72,50.23,8.55,16.4,0,1,3
76.25,117.75,2.03,13.8,0.69,46.1,9.03,16.3,1,1,3
70.25,116.75,2.13,12.57,0.73,42.75,8.4,16.83,2,1,3
68.0,116.0,2.17,9.03,0.7,40.9,6.57,16.37,3,1,3
67.0,101.5,2.1,9.3,0.7,42.15,6.68,14.25,4,1,3
61.0,98.25,2.22,9.65,0.67,41.9,6.95,14.22,5,1,3
59.25,92.5,2.48,12.62,0.64,40.45,8.75,15.45,6,1,3
54.0,95.0,2.7,14.1,0.68,38.5,9.7,16.4,7,1,3
54.5,97.17307692307692,2.7,14.866666666666665,0.68,38.5,9.7,15.499999999999998,8,1,3
55.0,99.34615384615384,2.7,15.633333333333333,0.0,2.2,0.0,14.6,9,1,3
55.5,101.51923076923077,2.7,16.4,0.13,36.73,0.0,13.7,10,1,3
56.0,103.6923076923077,2.7,18.193749999999998,0.13,36.73,0.0,13.54375,11,1,3
56.5,105.86538461538461,2.7,19.987499999999997,0.13,36.73,0.0,13.3875,12,1,3
57.0,108.03846153846155,2.7,21.78125,0.13,36.73,0.0,13.23125,13,1,3
57.5,110.21153846153847,2.7,23.575,0.13,36.73,0.0,13.075,14,1,3
58.0,112.38461538461539,2.7,25.36875,0.13,0.6,0.0,12.91875,15,1,3
58.5,114.5576923076923,2.7,27.1625,0.13,2.4,0.0,12.7625,16,1,3
59.0,116.73076923076923,2.7,28.956249999999997,0.0,1.57,0.0,12.60625,17,1,3
59.5,118.90384615384616,5.9,30.75,0.0,14.83,7.85,12.45,18,1,3
60.0,121.07692307692308,2.05,37.67,0.8,25.42,21.68,14.7,19,1,3
62.75,123.25,1.88,34.98,0.91,26.92,20.15,17.38,20,1,3
90.0,147.75,2.0,18.02,1.2,53.6,11.25,25.1,21,1,3
150.25,209.25,1.7,16.53,1.13,46.72,10.15,26.22,22,1,3
150.25,207.0,1.52,14.98,0.87,51.72,9.23,23.35,23,1,3
113.75,152.75,0.92,13.42,0.48,52.43,7.88,20.23,0,1,4
86.0,111.75,1.0,14.63,0.28,47.1,8.6,17.9,1,1,4
67.5,95.5,1.9,13.73,0.73,43.55,8.83,17.73,2,1,4
62.25,84.5,1.68,11.28,0.45,42.0,7.38,17.0,3,1,4
57.0,83.0,2.12,12.3,0.4,36.98,8.3,18.15,4,1,4
77.0,107.75,2.1,12.0,0.0,32.2,8.07,19.65,5,1,4
84.5,115.75,2.25,11.65,0.0,34.1,8.05,20.42,6,1,4
90.0,126.25,2.48,11.82,0.0,38.95,8.3,20.42,7,1,4
90.5,145.75,2.28,13.55,0.0,50.48,9.07,18.85,8,1,4
81.0,144.75,2.62,15.8,0.0,54.8,10.52,17.5,9,1,4
73.0,128.25,3.2,15.7,0.0,63.5,10.98,17.1,10,1,4
67.0,134.25,2.92,14.48,0.0,71.47,10.1,16.9,11,1,4
66.0,106.75,2.55,14.22,0.0,80.85,9.62,16.25,12,1,4
62.0,106.5,2.62,11.72,0.0,84.58,8.4,16.25,13,1,4
59.75,98.0,2.3,11.05,0.0,83.88,7.75,15.55,14,1,4
61.75,96.75,1.95,12.48,0.5,84.6,8.2,15.48,15,1,4
63.5,108.75,2.12,16.1,0.52,82.0,10.28,16.05,16,1,4
72.25,132.0,1.8,17.9,0.57,79.97,10.98,16.73,17,1,4
79.75,135.5,1.88,17.88,0.61,72.97,11.05,18.08,18,1,4
90.5,136.25,2.3,16.42,0.58,67.5,10.65,18.88,19,1,4
90.25,133.25,2.3,16.25,0.47,67.42,10.5,19.3,20,1,4
94.5,133.0,2.17,14.5,0.46,63.3,9.48,20.25,21,1,4
97.75,132.25,2.1,14.15,0.48,59.78,9.22,21.38,22,1,4
105.75,142.0,1.98,13.98,0.54,60.32,9.02,22.1,23,1,4
114.0,153.0,1.9,12.55,0.88,58.17,8.22,22.78,0,1,5
115.0,168.0,1.93,14.0,0.84,56.27,9.03,21.97,1,1,5
119.0,170.75,2.1,13.07,0.79,50.02,8.67,22.1,2,1,5
121.75,160.75,1.98,10.98,0.8,44.9,7.42,22.35,3,1,5
121.5,162.75,1.95,11.8,0.73,46.58,7.88,21.2,4,1,5
122.75,165.5,1.9,11.82,0.76,47.82,7.88,20.7,5,1,5
122.75,179.75,1.9,13.3,0.72,57.72,8.6,19.9,6,1,5
124.5,192.0,1.98,14.28,0.72,60.38,9.2,19.7,7,1,5
123.0,193.5,2.28,14.82,0.77,62.18,9.75,19.48,8,1,5
121.25,195.25,2.25,15.22,0.74,71.35,9.9,18.15,9,1,5
115.25,183.0,2.4,15.6,0.72,79.45,10.23,18.58,10,1,5
113.0,172.25,2.4,15.02,0.7,86.55,9.95,18.4,11,1,5
108.5,171.25,2.25,13.92,0.62,94.7,9.22,17.45,12,1,5
95.25,144.25,2.28,12.48,0.68,103.18,8.5,17.75,13,1,5
95.0,143.75,1.85,12.02,0.73,104.68,7.9,17.42,14,1,5
91.25,146.25,1.8,13.05,0.76,101.15,8.4,16.98,15,1,5
90.5,143.0,2.12,17.52,1.02,85.98,11.05,16.8,16,1,5
97.5,168.25,1.85,23.22,1.25,72.88,13.88,17.08,17,1,5
110.0,196.75,2.1,22.0,1.5,82.43,13.4,20.25,18,1,5
123.5,189.75,2.0,21.4,1.63,80.22,13.05,20.98,19,1,5
116.75,178.25,2.15,18.23,1.76,87.2,11.48,20.35,20,1,5
113.75,166.0,2.45,17.92,2.02,75.38,11.52,21.78,21,1,5
123.5,176.0,1.85,17.18,2.22,74.62,10.6,22.32,22,1,5
119.0,178.0,2.02,17.25,2.14,65.3,10.85,22.4,23,1,5
121.75,186.25,1.9,17.1,1.0,70.93,10.62,22.38,0,1,6
126.5,187.5,1.73,16.6,1.11,87.23,10.23,20.9,1,1,6
115.5,166.5,2.07,15.43,2.09,71.25,9.9,21.77,2,1,6
114.25,159.0,2.15,13.02,2.5,60.28,8.7,22.55,3,1,6
111.75,155.25,2.2,15.55,2.94,71.35,10.02,21.6,4,1,6
105.25,145.5,2.22,12.35,3.63,77.45,8.38,21.8,5,1,6
115.75,157.0,2.17,12.4,4.36,85.18,8.32,21.72,6,1,6
117.75,167.75,2.12,14.28,5.18,88.7,9.32,21.5,7,1,6
118.25,182.5,2.08,15.15,5.81,93.2,9.75,20.8,8,1,6
120.0,202.0,1.72,15.98,6.12,100.02,9.9,19.82,9,1,6
114.0,163.25,2.08,17.15,7.04,100.45,10.8,19.68,10,1,6
114.75,161.75,1.88,17.27,8.13,103.65,10.75,19.48,11,1,6
120.5,158.0,2.28,20.12,7.11,95.22,12.58,20.05,12,1,6
122.75,171.75,2.48,15.35,0.01,102.2,10.18,18.98,13,1,6
99.25,141.5,2.0,13.8,0.02,102.78,9.0,19.2,14,1,6
106.5,147.5,1.98,14.2,0.02,92.55,9.18,20.33,15,1,6
121.0,166.75,2.22,15.23,0.02,91.4,9.93,20.95,16,1,6
133.25,182.75,1.58,17.83,0.02,94.8,10.75,19.85,17,1,6
132.75,183.25,1.78,20.45,0.02,83.72,12.3,19.5,18,1,6
128.0,174.0,1.98,19.35,0.02,82.65,11.88,19.62,19,1,6
120.75,156.75,1.72,17.92,0.02,88.05,10.95,18.42,20,1,6
108.5,142.0,2.0,19.55,0.02,77.75,12.02,19.68,21,1,6
117.0,147.75,1.95,17.32,0.02,77.42,10.78,21.98,22,1,6
141.5,184.25,1.98,18.4,7.32,66.4,11.38,22.82,23,1,6
153.25,202.75,2.17,18.12,0.91,64.87,11.35,23.35,0,1,0
160.75,220.25,1.87,19.63,1.42,66.33,12.0,22.73,1,1,0
170.5,227.75,2.03,20.4,9.4,57.38,12.47,24.17,2,1,0
165.0,225.25,1.95,16.02,0.01,57.42,10.07,25.45,3,1,0
160.25,216.5,2.22,16.08,0.01,45.62,10.35,24.52,4,1,0
155.0,208.75,2.5,17.98,0.01,50.12,11.58,24.2,5,1,0
151.75,208.75,2.65,19.65,0.02,48.32,12.62,23.32,6,1,0
145.0,205.25,2.55,18.23,0.02,58.85,11.78,23.12,7,1,0
155.5,220.5,3.02,17.98,0.02,67.0,12.02,22.83,8,1,0
165.25,231.75,2.22,20.45,0.02,85.1,12.7,23.18,9,1,0
180.75,253.5,2.58,22.6,0.02,96.5,14.12,23.6,10,1,0
177.25,251.0,2.88,23.05,0.02,113.25,14.6,22.68,11,1,0
159.5,235.0,2.8,26.32,0.02,118.1,16.27,17.03,12,1,0
126.75,187.0,2.47,23.42,0.02,123.5,14.48,15.72,13,1,0
113.0,167.5,2.28,20.88,0.02,125.88,12.92,14.6,14,1,0
106.75,159.5,2.17,24.02,0.02,117.52,14.55,14.15,15,1,0
101.0,163.25,2.05,28.28,0.02,104.72,16.7,15.77,16,1,0
116.25,180.25,2.22,37.62,0.02,81.8,21.82,16.52,17,1,0
125.0,206.5,2.3,35.55,0.02,88.92,20.78,15.92,18,1,0
115.0,180.0,2.12,27.9,0.02,92.5,16.58,13.78,19,1,0
97.25,143.5,2.2,26.8,0.02,94.22,16.08,15.1,20,1,0
109.25,155.5,2.3,28.18,0.02,86.88,16.85,16.3,21,1,0
116.25,159.75,2.78,31.28,0.02,61.7,18.9,16.35,22,1,0
115.75,167.25,3.0,33.5,6.47,52.82,20.25,16.6,23,1,0
115.5,170.5,2.5,30.1,0.6,58.1,18.08,17.88,0,1,1
127.0,191.0,2.57,27.07,0.7,41.83,16.5,18.6,1,1,1
130.25,193.0,3.13,27.27,1.72,39.35,17.03,19.4,2,1,1
128.25,177.0,3.48,25.75,1.88,33.75,16.5,18.52,3,1,1
119.75,167.75,2.55,22.98,2.28,63.22,14.3,17.23,4,1,1
117.75,168.0,2.38,22.38,3.46,61.92,13.85,17.23,5,1,1
113.75,163.5,2.9,24.45,4.03,57.6,15.32,17.6,6,1,1
113.0,174.25,3.02,26.45,4.64,59.68,16.52,17.77,7,1,1
121.25,208.25,3.85,30.38,5.16,72.47,19.3,19.65,8,1,1
137.75,236.25,2.95,23.08,5.09,94.55,14.7,17.73,9,1,1
105.5,175.75,2.92,20.5,5.62,103.72,13.25,16.52,10,1,1
80.25,144.0,2.42,17.8,5.96,110.0,11.45,16.1,11,1,1
74.0,130.25,2.98,16.88,6.36,113.38,11.38,17.62,12,1,1
79.75,125.75,2.17,17.77,7.88,117.05,11.2,16.55,13,1,1
80.0,121.75,2.2,16.5,8.7,120.5,10.6,16.75,14,1,1
83.25,135.5,2.08,18.05,9.43,117.82,11.28,17.42,15,1,1
85.75,142.25,1.92,21.48,7.32,111.62,13.0,18.12,16,1,1
95.75,157.5,1.68,26.35,2.47,103.65,15.38,20.1,17,1,1
115.75,186.0,2.25,27.85,0.01,108.68,16.65,22.92,18,1,1
133.0,202.25,2.4,26.48,0.01,109.92,16.03,23.95,19,1,1
133.0,208.0,2.17,22.8,0.01,113.1,13.88,23.62,20,1,1
132.75,193.0,2.38,22.68,0.01,97.68,14.02,23.42,21,1,1
132.5,198.75,2.42,21.12,0.01,93.95,13.2,23.68,22,1,1
136.25,209.5,2.15,20.15,0.84,87.98,12.48,23.92,23,1,1
141.5,213.5,2.05,18.45,0.53,89.83,11.5,23.32,0,1,2
136.0,204.75,2.03,16.93,0.44,93.03,10.7,22.57,1,1,2
128.5,192.0,2.23,18.73,1.29,95.75,11.8,21.8,2,1,2
119.25,184.5,2.08,15.38,1.23,88.0,9.85,22.0,3,1,2
128.5,178.0,1.8,15.32,0.9,72.75,9.62,22.22,4,1,2
120.5,160.0,2.05,14.52,5.88,85.2,9.38,21.28,5,1,2
120.0,141.0,2.28,14.95,8.03,81.43,9.82,19.58,6,1,2
96.25,131.5,2.32,16.12,8.15,74.75,10.5,18.8,7,1,2
96.25,131.0,2.6,16.77,8.25,72.68,11.05,18.32,8,1,2
95.5,133.5,2.68,17.1,8.85,78.22,11.28,18.82,9,1,2
98.25,129.75,2.42,19.48,8.73,83.7,12.35,18.18,10,1,2
91.0,120.0,2.65,18.6,8.97,85.95,12.05,18.58,11,1,2
82.0,114.0,2.35,16.7,9.28,91.65,10.82,18.1,12,1,2
73.5,112.0,2.33,16.52,8.63,88.12,10.7,17.9,13,1,2
75.75,106.75,2.22,15.92,7.68,86.18,10.3,17.75,14,1,2
67.5,99.5,2.42,17.42,7.9,72.4,11.22,14.2,15,1,2
48.0,67.5,3.1,25.05,8.14,68.08,15.85,16.55,16,1,2
76.75,99.5,3.15,23.78,9.18,73.35,15.22,15.68,17,1,2
59.75,73.5,2.75,25.58,9.48,72.35,15.85,17.8,18,1,2
70.0,88.25,2.15,20.35,9.51,72.42,12.6,18.02,19,1,2
56.75,75.5,2.15,20.6,9.56,65.35,12.72,16.98,20,1,2
51.75,70.75,1.85,15.95,7.17,72.88,9.98,16.35,21,1,2
47.25,61.75,1.88,15.12,0.01,76.05,9.55,16.27,22,1,2
46.75,59.0,2.08,12.22,0.75,75.35,8.18,16.55,23,1,2
54.5,69.5,1.88,11.78,0.73,78.03,7.78,16.98,0,1,3
60.25,78.75,1.7,10.4,0.65,78.87,6.93,16.67,1,1,3
57.5,74.75,2.1,15.53,2.1,69.8,9.97,17.07,2,1,3
66.75,84.25,1.72,11.2,2.15,74.03,7.35,18.05,3,1,3
72.5,85.0,1.58,10.0,2.27,78.22,6.62,17.02,4,1,3
70.25,81.75,1.55,12.38,2.35,63.92,7.88,16.35,5,1,3
61.5,77.0,2.62,24.48,2.52,39.5,15.12,16.88,6,1,3
73.5,103.5,5.28,35.95,3.48,21.22,23.42,18.18,7,1,3
86.75,128.5,7.72,38.88,4.18,20.8,26.98,17.75,8,1,3
81.5,121.25,5.8,25.88,3.94,33.07,18.48,16.08,9,1,3
66.5,101.75,4.62,27.75,4.03,41.22,18.52,16.25,10,1,3
57.5,94.25,3.05,19.3,3.87,69.85,12.78,14.88,11,1,3
43.75,72.0,2.58,15.95,3.9,85.42,10.58,14.42,12,1,3
45.0,72.75,2.68,14.52,4.66,100.95,9.88,14.78,13,1,3
49.0,75.0,2.48,13.6,5.58,103.28,9.25,13.95,14,1,3
44.0,75.75,2.2,13.3,5.6,103.08,8.88,13.72,15,1,3
46.5,80.25,2.4,16.6,5.66,90.65,10.8,13.72,16,1,3
46.75,91.5,2.05,22.4,6.38,68.4,13.55,14.65,17,1,3
58.75,110.5,2.62,31.55,7.49,49.5,18.92,16.7,18,1,3
81.25,137.5,2.45,35.75,7.6,46.82,21.0,18.08,19,1,3
90.0,145.0,2.62,31.22,7.67,50.8,18.73,19.4,20,1,3
98.75,147.25,2.78,30.5,7.7,47.58,18.5,21.15,21,1,3
107.25,164.25,2.62,26.72,8.01,46.5,16.35,20.35,22,1,3
107.0,165.5,2.48,27.82,7.64,30.95,16.8,19.88,23,1,3
103.25,162.75,2.98,25.62,0.86,26.03,16.05,19.52,0,1,4
97.5,147.75,2.57,22.13,0.8,42.43,13.83,19.9,1,1,4
85.0,144.0,2.0,19.93,2.26,50.88,12.27,19.57,2,1,4
78.0,134.75,2.15,14.45,2.27,64.08,9.43,19.05,3,1,4
77.5,128.5,2.0,14.18,2.32,64.15,9.18,18.65,4,1,4
82.67,136.0,1.93,16.6,2.42,64.83,10.4,19.17,5,1,4
82.5,146.25,1.88,20.02,2.39,61.55,12.2,20.2,6,1,4
96.25,164.25,2.92,22.5,2.47,57.35,14.32,20.3,7,1,4
100.75,184.5,3.48,25.65,2.52,63.58,16.45,21.4,8,1,4
119.25,207.75,2.72,22.2,2.4,105.65,14.02,22.2,9,1,4
133.5,207.0,2.35,20.6,2.38,125.45,12.85,19.8,10,1,4
109.75,178.25,2.33,20.38,2.43,138.4,12.75,18.58,11,1,4
104.25,157.5,2.08,18.55,3.48,151.65,11.52,17.08,12,1,4
95.25,143.75,1.92,17.58,3.99,148.12,10.92,15.32,13,1,4
82.0,122.75,2.2,15.6,3.87,149.32,10.07,13.98,14,1,4
76.75,114.0,1.78,13.82,3.84,151.1,8.85,14.8,15,1,4
81.0,122.75,1.75,15.65,3.84,137.57,9.78,15.12,16,1,4
89.75,134.0,2.3,28.45,5.06,83.85,17.0,16.05,17,1,4
105.25,166.75,4.18,62.08,6.12,20.68,36.45,20.7,18,1,4
138.0,262.5,22.18,85.45,6.62,6.3,63.5,21.05,19,1,4
168.5,312.5,4.78,57.52,5.98,64.15,34.5,23.15,20,1,4
162.75,252.25,2.98,43.42,5.9,56.8,25.5,24.28,21,1,4
165.75,247.5,6.28,61.15,6.0,21.9,37.62,23.05,22,1,4
157.75,254.75,5.52,55.32,4.86,20.15,33.98,22.92,23,1,4
149.75,226.5,3.4,35.17,0.74,30.07,21.45,21.18,0,1,5
133.0,206.0,3.17,28.87,1.23,32.67,17.97,20.3,1,1,5
121.25,192.0,2.63,27.27,1.82,26.52,16.63,22.7,2,1,5
123.5,212.25,2.92,27.1,1.75,21.2,16.8,22.38,3,1,5
126.0,213.5,2.9,24.68,1.81,42.58,15.48,21.18,4,1,5
116.0,181.0,2.17,20.3,1.89,44.65,12.58,21.42,5,1,5
104.5,179.0,2.22,22.5,1.7,56.72,13.78,21.5,6,1,5
104.25,179.75,2.92,20.35,1.64,79.18,13.18,20.92,7,1,5
102.0,180.5,2.78,21.38,1.66,103.78,13.6,21.42,8,1,5
114.5,207.0,2.75,23.72,1.58,101.92,14.85,21.58,9,1,5
122.75,209.5,2.85,26.88,1.65,130.05,16.6,20.6,10,1,5
113.25,191.5,2.58,24.5,1.64,156.28,15.12,18.23,11,1,5
101.0,169.0,2.33,22.98,4.18,166.6,14.1,16.68,12,1,5
86.25,149.0,2.02,21.0,6.64,170.4,12.82,14.95,13,1,5
77.5,135.25,2.1,18.1,6.44,171.9,11.35,14.7,14,1,5
75.0,131.75,2.0,17.68,6.33,165.92,11.02,14.32,15,1,5
73.5,131.75,2.1,23.22,6.36,135.38,14.05,14.42,16,1,5
82.0,153.25,3.22,52.85,7.34,60.75,30.72,14.62,17,1,5
102.0,199.0,7.98,88.82,8.13,36.98,53.75,18.2,18,1,5
129.5,243.75,2.98,59.15,8.0,65.6,33.88,21.4,19,1,5
144.75,236.25,2.7,57.68,7.94,59.78,32.92,21.82,20,1,5
152.5,245.75,2.72,40.05,7.73,73.4,23.52,20.98,21,1,5
132.5,208.5,2.92,34.9,7.61,45.72,20.95,20.4,22,1,5
136.25,227.0,6.1,51.32,6.4,8.4,32.28,20.9,23,1,5
148.25,277.25,4.97,43.68,0.8,15.77,27.3,20.8,0,1,6
132.25,208.75,3.6,31.97,0.67,42.87,19.93,21.27,1,1,6
116.25,181.75,2.6,24.53,0.56,41.85,15.17,20.8,2,1,6
111.25,171.0,2.98,21.6,0.66,27.08,13.88,20.78,3,1,6
111.0,170.5,3.28,26.55,0.64,20.02,16.77,19.23,4,1,6
110.5,176.25,2.62,28.68,0.74,27.1,17.4,19.32,5,1,6
140.5,221.0,9.77,42.7,1.16,10.1,30.68,23.4,6,1,6
201.33,322.33,17.57,39.53,0.85,47.83,35.3,23.53,7,1,6
172.0,295.25,3.0,22.22,1.6,96.35,14.28,20.65,8,1,6
127.0,213.5,2.78,23.78,1.87,107.98,14.9,19.65,9,1,6
130.0,215.25,2.35,22.1,1.86,136.15,13.68,18.82,10,1,6
109.0,187.25,2.22,22.05,1.96,162.35,13.55,17.58,11,1,6
101.0,169.75,2.25,22.85,1.98,185.92,13.98,17.92,12,1,6
104.25,171.75,2.0,23.28,1.95,193.55,13.98,18.02,13,1,6
105.25,171.0,2.12,22.82,1.78,193.55,13.85,17.88,14,1,6
105.25,172.75,1.95,21.38,1.59,198.1,12.98,17.62,15,1,6
103.75,179.0,1.95,21.72,1.56,176.9,13.15,17.15,16,1,6
111.5,189.75,2.22,30.02,1.64,124.12,17.75,18.3,17,1,6
123.5,214.0,1.85,30.68,1.73,98.38,17.85,18.75,18,1,6
109.25,175.0,2.45,46.18,1.91,74.62,26.58,18.48,19,1,6
110.5,170.75,2.82,59.38,2.08,45.52,33.9,18.95,20,1,6
122.25,192.5,3.5,67.28,2.17,35.38,38.6,19.15,21,1,6
130.75,209.5,4.08,52.05,3.75,22.65,31.02,19.62,22,1,6
146.67,240.0,4.6,49.27,2.86,16.2,29.93,19.63,23,1,6
147.25,242.0,4.28,48.4,0.76,23.07,29.2,19.27,0,1,0
137.0,237.33,4.8,41.95,0.77,16.75,26.2,19.55,1,1,0
129.0,230.75,3.57,29.7,0.6,32.65,18.67,22.27,2,1,0
116.0,191.0,3.0,27.05,0.62,32.9,16.8,21.32,3,1,0
109.75,173.5,2.68,26.05,0.64,47.05,16.03,17.95,4,1,0
102.5,153.75,4.3,32.28,0.76,14.08,20.62,18.05,5,1,0
109.25,175.5,10.72,41.05,0.76,12.08,30.58,17.2,6,1,0
108.75,199.5,8.0,37.15,0.57,49.55,26.28,18.9,7,1,0
108.0,205.25,3.65,27.8,0.5,89.32,17.75,17.6,8,1,0
89.5,194.75,2.92,24.85,0.37,116.62,15.62,16.62,9,1,0
88.75,186.5,2.8,23.8,0.46,150.32,14.92,17.25,10,1,0
91.75,166.75,2.28,21.6,0.56,164.25,13.3,16.45,11,1,0
92.5,151.5,2.15,19.75,0.55,172.15,12.25,16.23,12,1,0
88.5,147.75,2.22,18.08,0.54,174.1,11.4,16.9,13,1,0
90.0,149.5,1.88,16.18,0.41,168.12,10.12,16.2,14,1,0
92.5,138.5,2.1,14.52,0.24,160.32,9.38,16.6,15,1,0
95.0,141.5,2.1,17.5,0.25,141.68,11.02,16.58,16,1,0
93.0,145.0,1.85,20.72,0.3,118.68,12.5,16.32,17,1,0
88.5,144.0,2.22,27.42,0.45,99.65,16.4,16.95,18,1,0
95.75,155.75,2.48,33.6,0.74,80.88,19.9,17.6,19,1,0
105.25,164.0,2.68,35.62,0.74,79.22,21.1,19.35,20,1,0
108.5,172.5,2.42,37.3,0.66,72.97,21.85,18.42,21,1,0
104.75,162.25,2.38,34.78,0.53,81.28,20.45,17.4,22,1,0
94.5,139.25,2.33,22.78,0.37,89.68,14.0,16.75,23,1,0
84.25,116.25,2.25,20.55,0.58,78.93,12.75,16.77,0,1,1
83.0,112.5,2.3,18.0,0.59,79.07,11.43,16.3,1,1,1
77.0,107.0,1.9,14.55,2.52,90.33,9.25,16.75,2,1,1
63.0,93.5,1.88,9.55,2.66,59.52,6.58,16.95,3,1,1
60.0,84.5,2.02,14.9,2.75,23.2,9.55,16.92,4,1,1
62.0,94.75,2.58,21.98,2.87,15.98,13.78,16.77,5,1,1
81.25,115.75,3.65,29.35,3.3,23.55,18.55,19.75,6,1,1
119.75,170.25,5.65,29.9,2.95,29.92,20.5,18.02,7,1,1
112.0,198.25,8.22,38.38,3.02,32.88,27.1,17.7,8,1,1
91.5,205.5,3.62,14.2,2.5,99.42,10.52,13.92,9,1,1
62.0,110.75,1.98,10.95,2.46,113.88,7.45,12.68,10,1,1
51.5,91.5,2.03,14.32,2.7,118.7,9.25,13.0,11,1,1
52.75,109.25,2.18,13.8,2.69,120.28,9.12,13.52,12,1,1
43.5,85.5,2.35,14.18,2.67,116.02,9.45,13.75,13,1,1
46.0,81.25,2.2,14.9,2.62,114.75,9.7,13.73,14,1,1
48.75,85.25,2.4,15.3,2.42,102.15,10.05,12.92,15,1,1
48.5,86.25,1.9,12.5,2.45,99.02,8.2,12.78,16,1,1
51.25,90.0,1.85,12.5,2.48,93.1,8.12,12.5,17,1,1
58.25,100.0,1.62,18.48,2.62,76.9,11.18,12.9,18,1,1
67.0,103.0,2.2,21.65,2.79,71.0,13.3,14.08,19,1,1
62.5,100.0,2.1,20.18,2.73,73.2,12.45,15.05,20,1,1
57.75,100.25,2.05,16.65,2.69,70.9,10.55,15.08,21,1,1
57.5,91.5,2.15,17.12,2.67,57.2,10.88,14.62,22,1,1
57.0,90.75,2.3,17.15,2.13,52.62,10.98,13.98,23,1,1
49.0,81.75,2.05,12.65,0.47,50.07,8.45,13.32,0,1,2
42.0,78.0,2.07,11.1,0.46,76.1,7.63,13.33,1,1,2
37.25,81.75,1.83,8.87,0.37,74.3,6.2,13.4,2,1,2
32.25,60.75,2.12,8.05,0.49,67.6,6.08,13.52,3,1,2
34.0,60.0,1.88,9.65,0.52,55.15,6.68,13.15,4,1,2
36.75,59.25,2.1,11.1,0.58,52.18,7.62,13.08,5,1,2
38.0,62.0,2.2,15.55,0.66,49.35,10.07,13.15,6,1,2
46.0,86.75,2.45,16.02,0.58,62.35,10.52,13.8,7,1,2
